sentence,true_label,pred_label
There used to be a big pond around here.,eng,spa
Tom and Mary said that they thought I was funny.,eng,spa
Tom considers Mary a friend.,eng,spa
Él estaba ocupado.,spa,spa
No es fácil de acertar.,spa,eng
You said I was a liar.,eng,spa
El perro se lame la herida de la pata.,spa,spa
Do you remember what you were going to say before you were interrupted?,eng,spa
Su hija mayor no está casada todavía.,spa,spa
There were two cakes. I ate one and then I ate the other.,eng,eng
They don't sell phone credit.,eng,eng
Por largo tiempo los filósofos creían que el conocimiento era una convicción verdadera y justificada.,spa,spa
La corregí con educación.,spa,spa
Tom vino a visitarnos hace tres días.,spa,spa
"When I see him dance, I can't stop laughing.",eng,spa
I did it on Monday.,eng,spa
No puedo creer que me ames.,spa,spa
Tom y Mary tienen tres nietos.,spa,spa
Tom didn't think Mary was ready.,eng,spa
What he says sounds very sensible to me.,eng,spa
I wish I'd never told Tom about what happened.,eng,spa
Tom said that he was at home yesterday.,eng,spa
Aquí está nuestra estrella.,spa,spa
That was absolutely awesome!,eng,eng
¿Cuántos necesitas?,spa,spa
Él murió en mis brazos.,spa,spa
"To do him justice, we must say that he is a minor musician.",eng,spa
The car veered out of control and ploughed into a group of people at a bus stop.,eng,spa
¿Quién hizo el mono de nieve?,spa,spa
Come on any day you like.,eng,spa
Tom le preguntó a Mary si él podía tomar prestada su bicicleta.,spa,spa
Mary sorrowfully buried her mother.,eng,eng
Layla decided to silence the witnesses.,eng,spa
El dentista me hizo un empaste provisional.,spa,spa
La clase en la que me mandan más deberes es inglés.,spa,spa
They shouldn't have done what they did.,eng,spa
Tom is a lot better at it than Mary is.,eng,spa
Tom no entiende nada.,spa,spa
Yo nunca había visto un molino de viento hasta visitar Holanda.,spa,spa
Tom said he doesn't live in Australia anymore.,eng,spa
Creo que me tomaré otro cucurucho de helado.,spa,spa
"Hay personas que saben mucho, pero creen que no saben nada y hay personas que no saben nada, pero creen que saben mucho.",spa,spa
Mary can dance well.,eng,spa
I wonder if Tom and Mary are thirsty.,eng,spa
Mary will be very sorry she did that.,eng,eng
Cálmate. No te escucho.,spa,spa
"Get out of here, you dog!",eng,eng
To Sherlock Holmes she is always the woman. I have seldom heard him mention her under any other name.,eng,spa
That unstoppable feeling you have for her is definitely love.,eng,spa
Me he enterado del matrimonio de Tom con una mujer rica.,spa,spa
Esta leche tiene un olor extraño.,spa,spa
Necesito ponerme a dieta.,spa,spa
"Nacemos de una sola manera, pero morimos de muchas.",spa,spa
¿No te dice la gente que te pareces a Audrey Hepburn?,spa,eng
"Cuando uso una palabra, dijo Humpty Dumpty, significa justo lo que quiero que signifique - ni más ni menos.",spa,spa
Tom quería mandar un mensaje.,spa,spa
Voy a dormir.,spa,eng
Chris blandió su espada.,spa,spa
Have Tom and Mary told you anything yet?,eng,eng
Su situación era desesperada.,spa,spa
Siempre trato de cumplir las normas.,spa,spa
Yo llené el balde con agua.,spa,spa
Tom tried to escape from the police.,eng,spa
Yo sé que es difícil.,spa,spa
I can't explain it.,eng,eng
Tom wasn't wearing gloves.,eng,spa
Tomás consume poco alcohol.,spa,spa
Go straight ahead on this street.,eng,eng
Tom lived in Australia until he was thirty.,eng,spa
¿Qué te parece?,spa,spa
They need to sort it out themselves.,eng,spa
"Lo que me cabrea no es lo que dice, sino cómo lo dice.",spa,spa
"Yo la quiero mucho, pero no sé si la amo.",spa,spa
Una negra oscuridad es un ejemplo de un pleonasmo.,spa,spa
She said she felt invincible.,eng,spa
"He added that I should come to the party, too.",eng,spa
"Muslims believe only in Allah as the unique God, and in Mohammad as the last prophet.",eng,eng
¿Crees en el amor a primera vista?,spa,spa
No dejes de lado un detalle tan importante.,spa,spa
Es fácil responder a tu pregunta.,spa,spa
She sometimes takes a walk in the park.,eng,eng
Tom has been giving Mary a hard time.,eng,spa
Do you want me to give you a massage?,eng,spa
The old man drew a large crowd around him by his music.,eng,spa
Tom appears to be happy.,eng,spa
Where did you read that?,eng,eng
Tom needs to get a grip.,eng,spa
Quiero eso para luego.,spa,spa
"An idea not properly analized is not worth to exploit, the same as a life without self judgment is not worth to be lived.",eng,spa
¿Has decidido dónde vas a ir a estudiar al extranjero?,spa,spa
You need to keep Tom from doing that again.,eng,spa
"Time lost is time when we have not lived a full human life, time unenriched by experience, creative endeavor, enjoyment, and suffering. Time lost is time not filled, time left empty.",eng,spa
Los aullidos se hicieron más y más fuertes.,spa,spa
Tom will give Mary the details later.,eng,eng
I can't tell the difference between these two wines.,eng,spa
I'm pretty sure that Tom wasn't the one who did that.,eng,eng
¿Cómo está tu familia?,spa,spa
Usamos los artículos más en español que en otros idiomas.,spa,spa
La máquina ordena las cartas por su código postal.,spa,spa
¿Hirió Tom a Mary?,spa,spa
Para mí fue muy impactante.,spa,spa
"Para oírse, primero hay que escucharse.",spa,spa
Tom isn't the one who taught me how to swim.,eng,spa
Tom hizo a Mary lavar el carro.,spa,spa
Estar en Internet no es un lujo.,spa,spa
"In 2009, Korea suffered the dishonor of having the highest suicide rate amongst OECD countries.",eng,spa
Me confirmaron que publicarían las listas.,spa,spa
He soon got over the danger.,eng,eng
Sami is only a short distance away.,eng,spa
Acabaremos luego.,spa,spa
Ya he leído estos dos libros.,spa,spa
¿Quieres que te ayude a limpiar tu garaje?,spa,spa
Ken estuvo en Japón el año pasado.,spa,spa
En el bar pregunté a un parroquiano dónde está el ayuntamiento.,spa,spa
Ella hoy se encuentra mucho mejor.,spa,eng
I'll sue you.,eng,spa
"Por favor, no hagas tanto ruido.",spa,spa
"Para mi sorpresa, las puertas se abrieron en silencio.",spa,spa
A Tom no le gusta este color.,spa,eng
Tom rompió la ventana a propósito.,spa,spa
Nobody likes it.,eng,eng
Tom tiene que quedarse donde está.,spa,eng
What kind of music do you like?,eng,spa
The well has long since dried up.,eng,spa
¿El banco está abierto?,spa,spa
¿Sabes cómo se usa un diccionario?,spa,spa
"Tom has lived in Boston for thirty years, but he still doesn't seem to know the city well.",eng,spa
¿Qué comiste de desayuno?,spa,spa
Tom said that he thought he might not be allowed to do that by himself.,eng,spa
Please print only if necessary and recycle.,eng,spa
She has a ring worth more than she can imagine.,eng,spa
Te daré el artículo que escribí sobre ese tema.,spa,spa
"Cuanto más comes, más quieres comer.",spa,eng
Las deterioradas casas fueron finalmente destruidas por el pelotón.,spa,spa
Tom's curiosity got the better of him.,eng,spa
Dame todos los detalles.,spa,spa
Es un suicidio.,spa,spa
Mary knows exactly what she ought to do.,eng,spa
Ay.,spa,spa
"La gente nunca renuncia a sus libertades, sino bajo algún engaño.",spa,spa
Su conocimiento de inglés está por encima de la media.,spa,spa
Aren't you seeing anyone?,eng,spa
"Sin Tom, Mary no tendría nadie a quien acudir.",spa,eng
A Tomás casi lo lleva por delante un auto.,spa,spa
Yo también lo creo.,spa,spa
I'm getting pregnant tonight.,eng,eng
"A veces decimos: ""El sentido común es muy poco común"".",spa,spa
Lo he usado sin problemas.,spa,spa
A las cinco habrá café y un pastel.,spa,spa
"La mañana siguiente, para nuestro alivio, él volvió a casa sano y salvo.",spa,spa
Las lluvias echaron a perder la cosecha.,spa,spa
Tom hasn't ever done that.,eng,eng
Two weird men are sitting in a truck outside.,eng,spa
Tom pensó que era una buena idea.,spa,spa
"Genius must be born, and never can be taught.",eng,eng
I can cook.,eng,eng
Sami made a curious choice.,eng,spa
Tom se ofreció voluntario rápidamente.,spa,spa
Tom seemed really impressed.,eng,spa
You woke up early this morning.,eng,spa
Is she making a doll?,eng,spa
"How beautifully the flowers shoot forth, but I am not weaving garlands!",eng,eng
Didn't you do that yesterday?,eng,spa
Ella arrogantemente respondió en mi lugar.,spa,eng
Tom was there when his mother killed herself.,eng,spa
La entrada de la iglesia estaba jalonada de pordioseros y limosneros.,spa,spa
"No habéis estado nunca en Europa, ¿verdad?",spa,spa
The work should be ready tomorrow.,eng,spa
Tom and Mary visit me every time they come to Boston.,eng,spa
Tom and Mary do that because they want to.,eng,spa
Él llegará aquí alrededor de las cinco.,spa,spa
No sos estúpido.,spa,spa
Don't forget to call him.,eng,spa
Este libro es para estudiantes cuya lengua nativa no sea japonés.,spa,spa
How will the weather be tomorrow?,eng,spa
Take one of me.,eng,spa
¿Qué no he escrito?,spa,spa
Anochecía.,spa,spa
¿Crees que él aún piense en mí?,spa,spa
We have to show them that it's for real.,eng,spa
I didn't know that your mother lived with you.,eng,spa
Ella leyó su carta una y otra vez.,spa,spa
"Antiguamente, en Buenos Aires se festejaba el carnaval.",spa,spa
I hear you went to Harvard.,eng,spa
Why are we even talking about this?,eng,spa
A veces robo cosas.,spa,spa
Mary doesn't share her food.,eng,spa
She has a crush on Justin Timberlake.,eng,spa
Estoy feliz de que todo ello terminara.,spa,spa
Mary has an extensive collection of yuri anime.,eng,spa
It might be fun to try.,eng,spa
We must address the low standing of America test scores amongst industrialized nations in math and science.,eng,spa
Tom and Mary realized that they needed to do that.,eng,eng
Tom's technique is impressive.,eng,spa
My beloved girl is far away from me.,eng,spa
El sol está a punto de hundirse.,spa,spa
Sami and Layla spent their honeymoon in Egypt.,eng,eng
Los trenes pasan más seguido que los autobuses.,spa,spa
I'm beginning to believe that we'll never convince Tom he's wrong.,eng,spa
¡Sois unos cobardes!,spa,eng
Fue atraído por su sonrisa.,spa,spa
Me gusta jugar futbol.,spa,spa
Hablo un poco de francés.,spa,spa
Después de una noche de trabajo es el descanso más que bienvenido.,spa,spa
Tom notó que Mary estaba mirando a John.,spa,spa
What you have to do tomorrow - do today; what you have to eat today - eat tomorrow.,eng,spa
It'll be interesting to do that.,eng,eng
"Tenía mucho dinero, pero lo gasté todo.",spa,spa
Sólo me estaba asegurando.,spa,spa
Esto lleva su tiempo.,spa,spa
¿Votos a favor? ¿Votos en contra?,spa,spa
Eso es plástico.,spa,spa
We meant it.,eng,eng
Nuestra casa se reconstruyó por entero.,spa,spa
Parece que le estoy hablando a las paredes.,spa,spa
No quiero volver a ver la cara de ese tipo.,spa,spa
Tom tiene problemas llevándose con los otros estudiantes en su clase.,spa,spa
El aire de las grandes ciudades está contaminado.,spa,spa
The bun was half eaten.,eng,spa
¡No leas ese libro!,spa,eng
Tom and Mary promised John they'd eat everything on their plates.,eng,spa
Whoever doesn't know a foreign language doesn't know their own.,eng,spa
Todavía estoy soltero.,spa,spa
I don't like to be judged.,eng,spa
We stayed with them all through the summer.,eng,eng
Layla wanted to get rid of the evidence.,eng,spa
John passed the examination.,eng,spa
I don't think that you believe that.,eng,eng
Se me ha roto el cierre del maletero.,spa,spa
Ella vino aquí tan rápido como lo oyó.,spa,spa
Hay que fijar un precio.,spa,spa
Tom went into his room and closed the door.,eng,eng
"Aún tenemos que terminar de comer, pero cuando estemos listos iré en seguida.",spa,spa
Él no estaba en la reunión.,spa,spa
Se me hizo un poco tarde.,spa,spa
We stayed overnight in Boston.,eng,spa
The eggs are still hot.,eng,eng
¿Por qué no? Ella es sólo veinte años mayor que yo.,spa,spa
Sami moved to a quiet street.,eng,eng
Fadil spent every spare moment searching the web for a gift to buy Layla.,eng,spa
¿Qué pasará si la luz se apaga ahora?,spa,spa
Le aconsejó que visitara Boston porque pensaba que era la ciudad más bonita del mundo.,spa,spa
Nobody said you didn't try your best.,eng,eng
She looked like she was frantic.,eng,spa
Tuve que ir yo mismo.,spa,spa
Yawning in a meeting is not polite.,eng,spa
"Uno puede delegar trabajo, pero no responsabilidad.",spa,spa
How long does it take to get to the stadium?,eng,spa
Me encanta el brécol.,spa,spa
¿Me lleva esperando mucho tiempo?,spa,spa
I like that colourful dress more.,eng,spa
Tenemos un perro blanco con negro.,spa,spa
She liked my jokes.,eng,spa
You followed.,eng,spa
Primero llegaron los Celtas en el 600 a.C.,spa,eng
"In other words, you're stupid.",eng,spa
Where are you off to?,eng,spa
Tom llevó a su familia al zoológico.,spa,spa
Tom didn't know that he had to do that today.,eng,spa
El morrión es un casco típico español.,spa,spa
Se puso pálida al oír la noticia.,spa,spa
I trust you.,eng,spa
She admitted that she was nervous.,eng,spa
Yo no lo pensaría.,spa,spa
Tom is never going to have to worry about going hungry.,eng,spa
She liked partying with friends and drinking.,eng,spa
They dented their car.,eng,spa
Do you really think I want to do what I do?,eng,spa
He's my leader.,eng,eng
Tom provocaba a Mary.,spa,spa
Tom can't do it all by himself.,eng,spa
"If you change your address, please let me know.",eng,spa
La verdad es que yo quería morirme.,spa,spa
Sami had a brand new pair of shoes.,eng,spa
How's Tom tonight?,eng,eng
They told me they'd try again.,eng,spa
Él se cansa fácilmente.,spa,spa
They said they may do that.,eng,eng
Estamos luchando con algo de otro mundo.,spa,spa
Cada uno de ellos cantó una canción.,spa,spa
I've had it up to here with you.,eng,spa
"Caballeros, arranquen los motores.",spa,spa
Todo lo que sé es que él ya no quiere trabajar contigo.,spa,spa
"I'm a noob, shoot me.",eng,spa
She put her shirt on a hanger.,eng,eng
Moveré el panel solar del balcón al techo en su debido momento.,spa,spa
Three bears lived in that little house.,eng,spa
Quisiera venir con nosotros al cine.,spa,spa
Pisó caca de perro.,spa,spa
What else did you make?,eng,spa
He admitted that he left early.,eng,spa
Tom started acting strangely.,eng,spa
Eso suena razonable.,spa,spa
Él rompió su promesa.,spa,spa
Fadil and Layla wasted little time to try.,eng,spa
Ella le aconsejó que mantuviera sus promesas.,spa,spa
They certainly think they're clever.,eng,eng
Las conversaciones para el cese al fuego se iniciaron en Julio de 1951.,spa,spa
I hope that Tom isn't absent.,eng,eng
La cambiante política económica japonesa está sujeta a una escasez de mano de obra.,spa,spa
The cake that Tom made didn't taste good.,eng,spa
Alguien tiene que pagar.,spa,eng
I was saved.,eng,spa
No tenía más remedio.,spa,spa
I know that Tom isn't a wise man.,eng,spa
Voy de camino al trabajo.,spa,spa
I couldn't understand a word.,eng,spa
Layla has a guy that she's talking to at school.,eng,spa
Ella no fue lo suficientemente rápida.,spa,spa
Yoko bought some of them.,eng,spa
We should let sleeping dogs lie.,eng,spa
Tom looks a bit nervous.,eng,spa
"If Tom goes, I'll go with him.",eng,spa
Cantaron en el micro durante todo el viaje.,spa,spa
I don't like being cold.,eng,spa
Tom tried to reassure her.,eng,eng
Easter is near at hand.,eng,spa
"Quick, give me that.",eng,eng
